"row"
"('19995', 'Avatar', '237000000', '2787965087', '150.437577', 'Action', '162.0', 'Avatar', '28')"
"('1735', 'The Mummy: Tomb of the Dragon Emperor', '145000000', '401128639', '60.034162', 'Action', '112.0', 'The Mummy: Tomb of the Dragon Emperor', '28')"
"('1735', 'The Mummy: Tomb of the Dragon Emperor', '145000000', '401128639', '60.034162', 'Fantasy', '112.0', 'The Mummy: Tomb of the Dragon Emperor', '14')"
"('297761', 'Suicide Squad', '175000000', '745000000', '90.23792', 'Action', '123.0', 'Suicide Squad', '28')"
"('297761', 'Suicide Squad', '175000000', '745000000', '90.23792', 'Adventure', '123.0', 'Suicide Squad', '12')"
"('297761', 'Suicide Squad', '175000000', '745000000', '90.23792', 'Crime', '123.0', 'Suicide Squad', '80')"
"('297761', 'Suicide Squad', '175000000', '745000000', '90.23792', 'Fantasy', '123.0', 'Suicide Squad', '14')"
"('297761', 'Suicide Squad', '175000000', '745000000', '90.23792', 'Science Fiction', '123.0', 'Suicide Squad', '878')"
"('2698', 'Evan Almighty', '175000000', '173000000', '27.082182', 'Fantasy', '96.0', 'Evan Almighty', '14')"
"('2698', 'Evan Almighty', '175000000', '173000000', '27.082182', 'Comedy', '96.0', 'Evan Almighty', '35')"
"('2698', 'Evan Almighty', '175000000', '173000000', '27.082182', 'Family', '96.0', 'Evan Almighty', '10751')"
"('137113', 'Edge of Tomorrow', '178000000', '370541256', '79.456485', 'Action', '113.0', 'Edge of Tomorrow', '28')"
"('137113', 'Edge of Tomorrow', '178000000', '370541256', '79.456485', 'Science Fiction', '113.0', 'Edge of Tomorrow', '878')"
"('9804', 'Waterworld', '175000000', '264218220', '44.640292', 'Adventure', '135.0', 'Waterworld', '12')"
"('9804', 'Waterworld', '175000000', '264218220', '44.640292', 'Action', '135.0', 'Waterworld', '28')"
"('14869', 'G.I. Joe: The Rise of Cobra', '175000000', '302469017', '32.852443', 'Adventure', '118.0', 'G.I. Joe: The Rise of Cobra', '12')"
"('14869', 'G.I. Joe: The Rise of Cobra', '175000000', '302469017', '32.852443', 'Action', '118.0', 'G.I. Joe: The Rise of Cobra', '28')"
"('14869', 'G.I. Joe: The Rise of Cobra', '175000000', '302469017', '32.852443', 'Thriller', '118.0', 'G.I. Joe: The Rise of Cobra', '53')"
"('14869', 'G.I. Joe: The Rise of Cobra', '175000000', '302469017', '32.852443', 'Science Fiction', '118.0', 'G.I. Joe: The Rise of Cobra', '878')"
"('150540', 'Inside Out', '175000000', '857611174', '128.655964', 'Drama', '94.0', 'Inside Out', '18')"
"('150540', 'Inside Out', '175000000', '857611174', '128.655964', 'Comedy', '94.0', 'Inside Out', '35')"
"('150540', 'Inside Out', '175000000', '857611174', '128.655964', 'Animation', '94.0', 'Inside Out', '16')"
"('150540', 'Inside Out', '175000000', '857611174', '128.655964', 'Family', '94.0', 'Inside Out', '10751')"
"('278927', 'The Jungle Book', '175000000', '966550600', '94.199316', 'Family', '106.0', 'The Jungle Book', '10751')"
"('278927', 'The Jungle Book', '175000000', '966550600', '94.199316', 'Adventure', '106.0', 'The Jungle Book', '12')"
"('278927', 'The Jungle Book', '175000000', '966550600', '94.199316', 'Drama', '106.0', 'The Jungle Book', '18')"
"('278927', 'The Jungle Book', '175000000', '966550600', '94.199316', 'Fantasy', '106.0', 'The Jungle Book', '14')"
"('10138', 'Iron Man 2', '200000000', '623933331', '77.300194', 'Adventure', '124.0', 'Iron Man 2', '12')"
"('10138', 'Iron Man 2', '200000000', '623933331', '77.300194', 'Action', '124.0', 'Iron Man 2', '28')"
"('10138', 'Iron Man 2', '200000000', '623933331', '77.300194', 'Science Fiction', '124.0', 'Iron Man 2', '878')"
"('58595', 'Snow White and the Huntsman', '170000000', '396600000', '77.178973', 'Adventure', '127.0', 'Snow White and the Huntsman', '12')"
"('58595', 'Snow White and the Huntsman', '170000000', '396600000', '77.178973', 'Fantasy', '127.0', 'Snow White and the Huntsman', '14')"
"('58595', 'Snow White and the Huntsman', '170000000', '396600000', '77.178973', 'Drama', '127.0', 'Snow White and the Huntsman', '18')"
"('102651', 'Maleficent', '180000000', '758539785', '110.620647', 'Fantasy', '97.0', 'Maleficent', '14')"
"('102651', 'Maleficent', '180000000', '758539785', '110.620647', 'Adventure', '97.0', 'Maleficent', '12')"
"('102651', 'Maleficent', '180000000', '758539785', '110.620647', 'Action', '97.0', 'Maleficent', '28')"
"('102651', 'Maleficent', '180000000', '758539785', '110.620647', 'Family', '97.0', 'Maleficent', '10751')"
"('102651', 'Maleficent', '180000000', '758539785', '110.620647', 'Romance', '97.0', 'Maleficent', '10749')"
"('119450', 'Dawn of the Planet of the Apes', '170000000', '710644566', '243.791743', 'Science Fiction', '130.0', 'Dawn of the Planet of the Apes', '878')"
"('119450', 'Dawn of the Planet of the Apes', '170000000', '710644566', '243.791743', 'Action', '130.0', 'Dawn of the Planet of the Apes', '28')"
"('119450', 'Dawn of the Planet of the Apes', '170000000', '710644566', '243.791743', 'Drama', '130.0', 'Dawn of the Planet of the Apes', '18')"
"('119450', 'Dawn of the Planet of the Apes', '170000000', '710644566', '243.791743', 'Thriller', '130.0', 'Dawn of the Planet of the Apes', '53')"
"('79698', 'The Lovers', '27000000', '0', '2.418535', 'Action', '109.0', 'The Lovers', '28')"
"('79698', 'The Lovers', '27000000', '0', '2.418535', 'Adventure', '109.0', 'The Lovers', '12')"
"('79698', 'The Lovers', '27000000', '0', '2.418535', 'Science Fiction', '109.0', 'The Lovers', '878')"
"('79698', 'The Lovers', '27000000', '0', '2.418535', 'Romance', '109.0', 'The Lovers', '10749')"
"('64686', '47 Ronin', '175000000', '150962475', '41.796339', 'Drama', '119.0', '47 Ronin', '18')"
"('64686', '47 Ronin', '175000000', '150962475', '41.796339', 'Action', '119.0', '47 Ronin', '28')"
"('64686', '47 Ronin', '175000000', '150962475', '41.796339', 'Adventure', '119.0', '47 Ronin', '12')"
"('64686', '47 Ronin', '175000000', '150962475', '41.796339', 'Fantasy', '119.0', '47 Ronin', '14')"
"('100402', 'Captain America: The Winter Soldier', '170000000', '714766572', '72.225265', 'Action', '136.0', 'Captain America: The Winter Soldier', '28')"
"('100402', 'Captain America: The Winter Soldier', '170000000', '714766572', '72.225265', 'Adventure', '136.0', 'Captain America: The Winter Soldier', '12')"
"('100402', 'Captain America: The Winter Soldier', '170000000', '714766572', '72.225265', 'Science Fiction', '136.0', 'Captain America: The Winter Soldier', '878')"
"('10192', 'Shrek Forever After', '165000000', '752600867', '44.041186', 'Comedy', '93.0', 'Shrek Forever After', '35')"
"('10192', 'Shrek Forever After', '165000000', '752600867', '44.041186', 'Adventure', '93.0', 'Shrek Forever After', '12')"
"('10192', 'Shrek Forever After', '165000000', '752600867', '44.041186', 'Fantasy', '93.0', 'Shrek Forever After', '14')"
"('10192', 'Shrek Forever After', '165000000', '752600867', '44.041186', 'Animation', '93.0', 'Shrek Forever After', '16')"
"('10192', 'Shrek Forever After', '165000000', '752600867', '44.041186', 'Family', '93.0', 'Shrek Forever After', '10751')"
"('158852', 'Tomorrowland', '190000000', '209154322', '130.311355', 'Adventure', '130.0', 'Tomorrowland', '12')"
"('158852', 'Tomorrowland', '190000000', '209154322', '130.311355', 'Family', '130.0', 'Tomorrowland', '10751')"
"('158852', 'Tomorrowland', '190000000', '209154322', '130.311355', 'Mystery', '130.0', 'Tomorrowland', '9648')"
"('158852', 'Tomorrowland', '190000000', '209154322', '130.311355', 'Science Fiction', '130.0', 'Tomorrowland', '878')"
"('177572', 'Big Hero 6', '165000000', '652105443', '203.73459', 'Adventure', '102.0', 'Big Hero 6', '12')"
"('177572', 'Big Hero 6', '165000000', '652105443', '203.73459', 'Family', '102.0', 'Big Hero 6', '10751')"
"('177572', 'Big Hero 6', '165000000', '652105443', '203.73459', 'Animation', '102.0', 'Big Hero 6', '16')"
"('177572', 'Big Hero 6', '165000000', '652105443', '203.73459', 'Action', '102.0', 'Big Hero 6', '28')"
"('177572', 'Big Hero 6', '165000000', '652105443', '203.73459', 'Comedy', '102.0', 'Big Hero 6', '35')"
"('82690', 'Wreck-It Ralph', '165000000', '471222889', '62.341073', 'Family', '108.0', 'Wreck-It Ralph', '10751')"
"('82690', 'Wreck-It Ralph', '165000000', '471222889', '62.341073', 'Animation', '108.0', 'Wreck-It Ralph', '16')"
"('82690', 'Wreck-It Ralph', '165000000', '471222889', '62.341073', 'Comedy', '108.0', 'Wreck-It Ralph', '35')"
"('82690', 'Wreck-It Ralph', '165000000', '471222889', '62.341073', 'Adventure', '108.0', 'Wreck-It Ralph', '12')"
"('5255', 'The Polar Express', '165000000', '305875730', '47.323228', 'Adventure', '100.0', 'The Polar Express', '12')"
"('5255', 'The Polar Express', '165000000', '305875730', '47.323228', 'Animation', '100.0', 'The Polar Express', '16')"
"('5255', 'The Polar Express', '165000000', '305875730', '47.323228', 'Family', '100.0', 'The Polar Express', '10751')"
"('5255', 'The Polar Express', '165000000', '305875730', '47.323228', 'Fantasy', '100.0', 'The Polar Express', '14')"
"('47933', 'Independence Day: Resurgence', '165000000', '389681935', '48.775723', 'Action', '120.0', 'Independence Day: Resurgence', '28')"
"('47933', 'Independence Day: Resurgence', '165000000', '389681935', '48.775723', 'Adventure', '120.0', 'Independence Day: Resurgence', '12')"
"('47933', 'Independence Day: Resurgence', '165000000', '389681935', '48.775723', 'Science Fiction', '120.0', 'Independence Day: Resurgence', '878')"
"('10191', 'How to Train Your Dragon', '165000000', '494878759', '67.263269', 'Fantasy', '98.0', 'How to Train Your Dragon', '14')"
"('10191', 'How to Train Your Dragon', '165000000', '494878759', '67.263269', 'Adventure', '98.0', 'How to Train Your Dragon', '12')"
"('10191', 'How to Train Your Dragon', '165000000', '494878759', '67.263269', 'Animation', '98.0', 'How to Train Your Dragon', '16')"
"('10191', 'How to Train Your Dragon', '165000000', '494878759', '67.263269', 'Family', '98.0', 'How to Train Your Dragon', '10751')"
"('296', 'Terminator 3: Rise of the Machines', '200000000', '435000000', '69.405188', 'Action', '109.0', 'Terminator 3: Rise of the Machines', '28')"
"('296', 'Terminator 3: Rise of the Machines', '200000000', '435000000', '69.405188', 'Thriller', '109.0', 'Terminator 3: Rise of the Machines', '53')"
"('296', 'Terminator 3: Rise of the Machines', '200000000', '435000000', '69.405188', 'Science Fiction', '109.0', 'Terminator 3: Rise of the Machines', '878')"
"('118340', 'Guardians of the Galaxy', '170000000', '773328629', '481.098624', 'Action', '121.0', 'Guardians of the Galaxy', '28')"
"('118340', 'Guardians of the Galaxy', '170000000', '773328629', '481.098624', 'Science Fiction', '121.0', 'Guardians of the Galaxy', '878')"
"('118340', 'Guardians of the Galaxy', '170000000', '773328629', '481.098624', 'Adventure', '121.0', 'Guardians of the Galaxy', '12')"
"('157336', 'Interstellar', '165000000', '675120017', '724.247784', 'Adventure', '169.0', 'Interstellar', '12')"
"('157336', 'Interstellar', '165000000', '675120017', '724.247784', 'Drama', '169.0', 'Interstellar', '18')"
"('157336', 'Interstellar', '165000000', '675120017', '724.247784', 'Science Fiction', '169.0', 'Interstellar', '878')"
"('27205', 'Inception', '160000000', '825532764', '167.58371', 'Action', '148.0', 'Inception', '28')"
"('27205', 'Inception', '160000000', '825532764', '167.58371', 'Thriller', '148.0', 'Inception', '53')"
"('27205', 'Inception', '160000000', '825532764', '167.58371', 'Science Fiction', '148.0', 'Inception', '878')"
"('27205', 'Inception', '160000000', '825532764', '167.58371', 'Mystery', '148.0', 'Inception', '9648')"
"('27205', 'Inception', '160000000', '825532764', '167.58371', 'Adventure', '148.0', 'Inception', '12')"
"('315011', 'ã‚·ãƒ³ãƒ»ã‚´ã‚¸ãƒ©', '15000000', '77000000', '9.476999', 'Action', '120.0', 'Shin Godzilla', '28')"
"('315011', 'ã‚·ãƒ³ãƒ»ã‚´ã‚¸ãƒ©', '15000000', '77000000', '9.476999', 'Adventure', '120.0', 'Shin Godzilla', '12')"
"('315011', 'ã‚·ãƒ³ãƒ»ã‚´ã‚¸ãƒ©', '15000000', '77000000', '9.476999', 'Drama', '120.0', 'Shin Godzilla', '18')"
"('315011', 'ã‚·ãƒ³ãƒ»ã‚´ã‚¸ãƒ©', '15000000', '77000000', '9.476999', 'Horror', '120.0', 'Shin Godzilla', '27')"
"('315011', 'ã‚·ãƒ³ãƒ»ã‚´ã‚¸ãƒ©', '15000000', '77000000', '9.476999', 'Science Fiction', '120.0', 'Shin Godzilla', '878')"
"('49051', 'The Hobbit: An Unexpected Journey', '250000000', '1021103568', '108.849621', 'Adventure', '169.0', 'The Hobbit: An Unexpected Journey', '12')"
"('49051', 'The Hobbit: An Unexpected Journey', '250000000', '1021103568', '108.849621', 'Fantasy', '169.0', 'The Hobbit: An Unexpected Journey', '14')"
"('49051', 'The Hobbit: An Unexpected Journey', '250000000', '1021103568', '108.849621', 'Action', '169.0', 'The Hobbit: An Unexpected Journey', '28')"
"('9799', 'The Fast and the Furious', '38000000', '207283925', '6.909942', 'Action', '106.0', 'The Fast and the Furious', '28')"
"('9799', 'The Fast and the Furious', '38000000', '207283925', '6.909942', 'Crime', '106.0', 'The Fast and the Furious', '80')"
"('9799', 'The Fast and the Furious', '38000000', '207283925', '6.909942', 'Thriller', '106.0', 'The Fast and the Furious', '53')"
"('4922', 'The Curious Case of Benjamin Button', '150000000', '333932083', '60.269279', 'Fantasy', '166.0', 'The Curious Case of Benjamin Button', '14')"
"('4922', 'The Curious Case of Benjamin Button', '150000000', '333932083', '60.269279', 'Drama', '166.0', 'The Curious Case of Benjamin Button', '18')"
"('4922', 'The Curious Case of Benjamin Button', '150000000', '333932083', '60.269279', 'Thriller', '166.0', 'The Curious Case of Benjamin Button', '53')"
"('4922', 'The Curious Case of Benjamin Button', '150000000', '333932083', '60.269279', 'Mystery', '166.0', 'The Curious Case of Benjamin Button', '9648')"
"('4922', 'The Curious Case of Benjamin Button', '150000000', '333932083', '60.269279', 'Romance', '166.0', 'The Curious Case of Benjamin Button', '10749')"
"('49538', 'X-Men: First Class', '160000000', '353624124', '3.195174', 'Action', '132.0', 'X-Men: First Class', '28')"
"('49538', 'X-Men: First Class', '160000000', '353624124', '3.195174', 'Science Fiction', '132.0', 'X-Men: First Class', '878')"
"('49538', 'X-Men: First Class', '160000000', '353624124', '3.195174', 'Adventure', '132.0', 'X-Men: First Class', '12')"
"('131634', 'The Hunger Games: Mockingjay - Part 2', '160000000', '653428261', '127.284427', 'Action', '137.0', 'The Hunger Games: Mockingjay - Part 2', '28')"
"('131634', 'The Hunger Games: Mockingjay - Part 2', '160000000', '653428261', '127.284427', 'Adventure', '137.0', 'The Hunger Games: Mockingjay - Part 2', '12')"
"('131634', 'The Hunger Games: Mockingjay - Part 2', '160000000', '653428261', '127.284427', 'Science Fiction', '137.0', 'The Hunger Games: Mockingjay - Part 2', '878')"
"('27022', ""The Sorcerer's Apprentice"", '150000000', '215283742', '35.580815', 'Fantasy', '109.0', ""The Sorcerer's Apprentice"", '14')"
"('27022', ""The Sorcerer's Apprentice"", '150000000', '215283742', '35.580815', 'Adventure', '109.0', ""The Sorcerer's Apprentice"", '12')"
"('27022', ""The Sorcerer's Apprentice"", '150000000', '215283742', '35.580815', 'Action', '109.0', ""The Sorcerer's Apprentice"", '28')"
"('27022', ""The Sorcerer's Apprentice"", '150000000', '215283742', '35.580815', 'Comedy', '109.0', ""The Sorcerer's Apprentice"", '35')"
"('27022', ""The Sorcerer's Apprentice"", '150000000', '215283742', '35.580815', 'Drama', '109.0', ""The Sorcerer's Apprentice"", '18')"
"('503', 'Poseidon', '160000000', '181674817', '21.133748', 'Adventure', '99.0', 'Poseidon', '12')"
"('503', 'Poseidon', '160000000', '181674817', '21.133748', 'Action', '99.0', 'Poseidon', '28')"
"('503', 'Poseidon', '160000000', '181674817', '21.133748', 'Drama', '99.0', 'Poseidon', '18')"
"('503', 'Poseidon', '160000000', '181674817', '21.133748', 'Thriller', '99.0', 'Poseidon', '53')"
"('241259', 'Alice Through the Looking Glass', '170000000', '299370084', '56.268916', 'Fantasy', '113.0', 'Alice Through the Looking Glass', '14')"
"('810', 'Shrek the Third', '160000000', '798958165', '42.986467', 'Fantasy', '93.0', 'Shrek the Third', '14')"
"('810', 'Shrek the Third', '160000000', '798958165', '42.986467', 'Adventure', '93.0', 'Shrek the Third', '12')"
"('810', 'Shrek the Third', '160000000', '798958165', '42.986467', 'Animation', '93.0', 'Shrek the Third', '16')"
"('810', 'Shrek the Third', '160000000', '798958165', '42.986467', 'Comedy', '93.0', 'Shrek the Third', '35')"
"('810', 'Shrek the Third', '160000000', '798958165', '42.986467', 'Family', '93.0', 'Shrek the Third', '10751')"
"('68735', 'Warcraft', '160000000', '433677183', '63.148529', 'Action', '123.0', 'Warcraft', '28')"
"('68735', 'Warcraft', '160000000', '433677183', '63.148529', 'Adventure', '123.0', 'Warcraft', '12')"
"('68735', 'Warcraft', '160000000', '433677183', '63.148529', 'Fantasy', '123.0', 'Warcraft', '14')"
"('87101', 'Terminator Genisys', '155000000', '440603537', '202.042635', 'Science Fiction', '126.0', 'Terminator Genisys', '878')"
"('87101', 'Terminator Genisys', '155000000', '440603537', '202.042635', 'Action', '126.0', 'Terminator Genisys', '28')"
"('87101', 'Terminator Genisys', '155000000', '440603537', '202.042635', 'Thriller', '126.0', 'Terminator Genisys', '53')"
"('87101', 'Terminator Genisys', '155000000', '440603537', '202.042635', 'Adventure', '126.0', 'Terminator Genisys', '12')"
